,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
16167,2023-10-19,2023020059,Anaheim Ducks,Dallas Stars,0.33321428571428574,0.22428571428571428,0.6185714285714285,0.23142857142857143,0.2175,0.7396428571428572,0.74,0.12392857142857143,0.7346428571428572
16499,2023-10-19,2023020057,St. Louis Blues,Arizona Coyotes,0.7932142857142858,0.8864285714285715,0.7967857142857143,0.5682142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
16795,2023-10-19,2023020062,San Jose Sharks,Boston Bruins,0.18428571428571427,0.4907142857142857,0.1875,0.5682142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
17123,2023-10-19,2023020051,Buffalo Sabres,Calgary Flames,0.66,0.22428571428571428,0.9639285714285715,0.030714285714285715,0.2175,0.2910714285714286,0.9925,0.12392857142857143,0.2910714285714286
17437,2023-10-19,2023020060,Seattle Kraken,Carolina Hurricanes,0.9707142857142858,0.7139285714285715,0.9639285714285715,0.5682142857142857,0.2175,0.2910714285714286,0.74,0.6471428571428571,0.2910714285714286
17693,2023-10-19,2023020061,Colorado Avalanche,Chicago Blackhawks,0.18428571428571427,0.8864285714285715,0.05357142857142857,0.8207142857142857,0.8939285714285714,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
17980,2023-10-19,2023020054,Philadelphia Flyers,Edmonton Oilers,0.33321428571428574,0.7139285714285715,0.3985714285714286,0.23142857142857143,0.5575,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
18319,2023-10-19,2023020052,Florida Panthers,Toronto Maple Leafs,0.18428571428571427,0.4907142857142857,0.3985714285714286,0.23142857142857143,0.2175,0.2910714285714286,0.29214285714285715,0.37785714285714284,0.2910714285714286
18619,2023-10-19,2023020056,Minnesota Wild,Los Angeles Kings,0.9403571428571429,0.8864285714285715,0.7967857142857143,0.8207142857142857,0.5575,0.9385714285714286,0.29214285714285715,0.8514285714285714,0.7346428571428572
18889,2023-10-19,2023020053,New York Rangers,Nashville Predators,0.33321428571428574,0.7139285714285715,0.1875,0.8207142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
19169,2023-10-19,2023020055,Tampa Bay Lightning,Vancouver Canucks,0.66,0.22428571428571428,0.6185714285714285,0.5682142857142857,0.2175,0.9385714285714286,0.29214285714285715,0.37785714285714284,0.7346428571428572
