,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
242539,2024-02-06,2023020788,Pittsburgh Penguins,Winnipeg Jets,3,3,0,3,3,0,0,3,0
242845,2024-02-06,2023020789,Washington Capitals,Montreal Canadiens,7,3,4,3,1,0,0,3,0
243157,2024-02-06,2023020787,New Jersey Devils,Colorado Avalanche,8,2,3,3,2,1,1,2,1
243462,2024-02-06,2023020790,Vegas Golden Knights,Edmonton Oilers,4,2,1,3,3,1,0,2,1
243710,2024-02-07,2023020791,New York Rangers,Tampa Bay Lightning,4,2,2,2,1,0,0,2,0
244084,2024-02-07,2023020792,Toronto Maple Leafs,Dallas Stars,9,1,5,2,1,2,1,2,1
244384,2024-02-07,2023020793,Chicago Blackhawks,Minnesota Wild,3,1,2,1,1,0,1,1,0
244679,2024-02-08,2023020794,Boston Bruins,Vancouver Canucks,4,4,0,4,4,0,0,4,0
245001,2024-02-08,2023020795,Florida Panthers,Washington Capitals,6,2,3,3,3,1,1,2,1
245296,2024-02-08,2023020796,New Jersey Devils,Calgary Flames,8,2,5,3,1,1,0,2,1
245589,2024-02-08,2023020797,Philadelphia Flyers,Winnipeg Jets,5,3,1,4,1,0,0,4,0
245901,2024-02-08,2023020799,Carolina Hurricanes,Colorado Avalanche,7,3,2,3,2,0,0,3,0
246198,2024-02-08,2023020798,New York Islanders,Tampa Bay Lightning,8,4,4,3,3,0,1,4,0
246515,2024-02-08,2023020800,Arizona Coyotes,Vegas Golden Knights,5,1,3,2,1,0,0,2,0
246844,2024-02-09,2023020801,Minnesota Wild,Pittsburgh Penguins,5,1,4,1,1,0,2,1,0
247134,2024-02-09,2023020802,Chicago Blackhawks,New York Rangers,7,1,3,3,1,1,1,2,1
247410,2024-02-09,2023020803,Anaheim Ducks,Edmonton Oilers,8,2,5,3,3,1,2,2,1
247702,2024-02-10,2023020804,Buffalo Sabres,St. Louis Blues,4,2,2,2,2,0,1,2,0
248002,2024-02-10,2023020805,Detroit Red Wings,Vancouver Canucks,7,1,2,3,3,2,0,1,2
248295,2024-02-10,2023020806,Montreal Canadiens,Dallas Stars,5,1,2,3,1,1,0,2,1
248629,2024-02-10,2023020807,New York Islanders,Calgary Flames,7,3,4,3,1,0,0,3,0
248920,2024-02-10,2023020808,Boston Bruins,Washington Capitals,3,3,0,3,3,0,0,3,0
249277,2024-02-10,2023020809,Florida Panthers,Colorado Avalanche,4,4,0,4,4,0,0,4,0
249654,2024-02-10,2023020810,Carolina Hurricanes,New Jersey Devils,1,1,0,1,1,0,0,1,0
249940,2024-02-10,2023020811,Columbus Blue Jackets,Tampa Bay Lightning,6,2,2,3,1,0,0,3,0
250254,2024-02-10,2023020812,Ottawa Senators,Toronto Maple Leafs,8,2,5,2,1,1,1,2,1
250579,2024-02-10,2023020813,Philadelphia Flyers,Seattle Kraken,5,1,4,1,1,0,2,1,0
250879,2024-02-10,2023020814,Winnipeg Jets,Pittsburgh Penguins,3,1,1,2,1,0,0,2,0
251208,2024-02-10,2023020815,Nashville Predators,Arizona Coyotes,9,1,4,3,3,2,1,1,2
251526,2024-02-10,2023020816,Los Angeles Kings,Edmonton Oilers,4,4,0,4,4,0,0,4,0
251828,2024-02-11,2023020817,Montreal Canadiens,St. Louis Blues,9,5,4,3,2,0,0,5,0
252148,2024-02-11,2023020818,Washington Capitals,Vancouver Canucks,5,1,3,2,2,1,1,1,1
252464,2024-02-12,2023020819,New Jersey Devils,Seattle Kraken,4,2,1,3,1,0,0,3,0
252772,2024-02-12,2023020820,New York Rangers,Calgary Flames,2,2,0,2,2,0,0,2,0
253097,2024-02-12,2023020821,Philadelphia Flyers,Arizona Coyotes,8,2,5,3,3,1,2,2,1
253399,2024-02-12,2023020822,Vegas Golden Knights,Minnesota Wild,8,2,5,2,1,1,1,2,1
253766,2024-02-13,2023020823,Boston Bruins,Tampa Bay Lightning,4,0,2,2,1,0,1,2,0
254057,2024-02-13,2023020824,Buffalo Sabres,Los Angeles Kings,7,7,0,7,7,0,0,7,0
254364,2024-02-13,2023020825,Montreal Canadiens,Anaheim Ducks,5,5,0,5,5,0,0,5,0
254718,2024-02-13,2023020826,Ottawa Senators,Columbus Blue Jackets,9,3,3,4,2,1,0,3,1
255044,2024-02-13,2023020827,Toronto Maple Leafs,St. Louis Blues,5,3,2,2,2,0,0,3,0
255385,2024-02-13,2023020828,Washington Capitals,Colorado Avalanche,9,3,4,2,2,0,1,3,0
255739,2024-02-13,2023020829,New York Islanders,Seattle Kraken,2,0,2,1,1,0,1,1,0
256086,2024-02-13,2023020830,Dallas Stars,Carolina Hurricanes,6,2,4,2,2,0,2,2,0
256464,2024-02-13,2023020831,Nashville Predators,New Jersey Devils,6,2,3,3,3,1,1,2,1
256752,2024-02-13,2023020832,Chicago Blackhawks,Vancouver Canucks,6,2,3,2,1,0,0,3,0
257079,2024-02-13,2023020833,Edmonton Oilers,Detroit Red Wings,12,4,6,4,1,0,1,4,0
257347,2024-02-14,2023020834,Pittsburgh Penguins,Florida Panthers,7,3,3,4,1,0,0,4,0
257636,2024-02-14,2023020835,Winnipeg Jets,San Jose Sharks,1,1,0,1,1,0,0,1,0
257980,2024-02-14,2023020836,Arizona Coyotes,Minnesota Wild,4,2,2,2,1,0,0,2,0
258299,2024-02-15,2023020837,Boston Bruins,Seattle Kraken,5,3,1,4,4,1,0,3,1
258636,2024-02-15,2023020838,Buffalo Sabres,Florida Panthers,4,4,0,4,4,0,0,4,0
258918,2024-02-15,2023020839,New Jersey Devils,Los Angeles Kings,3,1,2,1,1,0,1,1,0
259241,2024-02-15,2023020840,New York Rangers,Montreal Canadiens,11,3,6,4,1,1,0,4,1
259566,2024-02-15,2023020841,Ottawa Senators,Anaheim Ducks,6,4,2,4,1,0,0,4,0
259916,2024-02-15,2023020842,Tampa Bay Lightning,Colorado Avalanche,9,3,3,4,4,3,0,3,1
260309,2024-02-15,2023020843,Toronto Maple Leafs,Philadelphia Flyers,7,1,3,3,1,1,1,2,1
260621,2024-02-15,2023020844,St. Louis Blues,Edmonton Oilers,9,3,4,4,1,2,0,3,1
260936,2024-02-15,2023020847,Nashville Predators,Dallas Stars,11,7,4,5,3,0,0,7,0
261191,2024-02-15,2023020845,Chicago Blackhawks,Pittsburgh Penguins,5,3,2,2,2,0,0,3,0
261529,2024-02-15,2023020846,Calgary Flames,San Jose Sharks,9,3,4,3,1,1,0,4,1
261807,2024-02-15,2023020848,Vancouver Canucks,Detroit Red Wings,5,3,2,3,1,0,0,3,0
262111,2024-02-16,2023020849,Arizona Coyotes,Carolina Hurricanes,6,4,2,3,3,0,0,4,0
262520,2024-02-17,2023020853,Boston Bruins,Los Angeles Kings,9,1,5,2,2,1,2,1,2
262859,2024-02-17,2023020850,Dallas Stars,Edmonton Oilers,7,1,5,2,1,1,2,1,1
263190,2024-02-17,2023020851,Chicago Blackhawks,Ottawa Senators,5,1,2,2,2,2,0,1,1
263576,2024-02-17,2023020852,Calgary Flames,Detroit Red Wings,5,5,0,5,5,0,0,5,0
263860,2024-02-17,2023020854,Minnesota Wild,Buffalo Sabres,5,1,2,2,2,2,0,1,1
264172,2024-02-17,2023020855,St. Louis Blues,Nashville Predators,7,3,4,3,1,0,1,3,0
264501,2024-02-17,2023020856,Tampa Bay Lightning,Florida Panthers,11,7,2,9,1,1,0,8,1
264843,2024-02-17,2023020857,Montreal Canadiens,Washington Capitals,7,1,6,1,1,0,3,1,0
265165,2024-02-17,2023020858,Toronto Maple Leafs,Anaheim Ducks,11,7,4,5,1,0,0,7,0
265554,2024-02-17,2023020859,New Jersey Devils,Philadelphia Flyers,9,3,6,2,1,0,0,3,0
265877,2024-02-17,2023020860,Vancouver Canucks,Winnipeg Jets,6,2,3,2,2,1,1,2,1
266211,2024-02-17,2023020861,San Jose Sharks,Columbus Blue Jackets,7,1,3,3,1,1,1,2,1
266529,2024-02-17,2023020862,Vegas Golden Knights,Carolina Hurricanes,4,2,1,3,3,1,0,2,1
266902,2024-02-18,2023020863,New York Islanders,New York Rangers,11,1,4,4,3,2,0,1,3
267200,2024-02-18,2023020864,Colorado Avalanche,Arizona Coyotes,7,1,4,2,2,2,1,1,1
267550,2024-02-18,2023020865,Pittsburgh Penguins,Los Angeles Kings,3,1,1,2,2,1,0,1,1
267810,2024-02-19,2023020866,Buffalo Sabres,Anaheim Ducks,7,1,5,2,1,1,2,1,1
268214,2024-02-19,2023020867,Boston Bruins,Dallas Stars,6,0,6,2,2,2,2,1,1
268525,2024-02-19,2023020868,St. Louis Blues,Toronto Maple Leafs,6,2,4,2,1,0,1,2,0
268821,2024-02-19,2023020869,Minnesota Wild,Vancouver Canucks,17,3,7,6,2,1,0,3,3
269123,2024-02-19,2023020870,Seattle Kraken,Detroit Red Wings,7,1,6,1,1,0,3,1,0
269420,2024-02-19,2023020871,Arizona Coyotes,Edmonton Oilers,9,3,4,4,4,2,1,3,1
269748,2024-02-19,2023020872,Calgary Flames,Winnipeg Jets,9,3,2,5,5,2,0,3,2
270062,2024-02-19,2023020873,San Jose Sharks,Vegas Golden Knights,4,4,0,4,4,0,0,4,0
270363,2024-02-19,2023020874,Carolina Hurricanes,Chicago Blackhawks,9,3,4,4,1,0,0,4,0
270730,2024-02-19,2023020875,Tampa Bay Lightning,Ottawa Senators,6,2,3,3,1,0,0,3,0
271082,2024-02-20,2023020876,Florida Panthers,Ottawa Senators,5,1,2,2,1,0,1,2,0
271416,2024-02-20,2023020877,New York Rangers,Dallas Stars,4,2,2,2,1,0,0,2,0
271753,2024-02-20,2023020878,Pittsburgh Penguins,New York Islanders,9,1,5,3,1,1,1,2,1
272061,2024-02-20,2023020879,Washington Capitals,New Jersey Devils,8,4,4,4,1,0,1,4,0
272404,2024-02-20,2023020880,Winnipeg Jets,Minnesota Wild,9,3,4,3,1,0,0,4,0
272691,2024-02-20,2023020881,Colorado Avalanche,Vancouver Canucks,4,2,1,3,3,1,0,2,1
273030,2024-02-20,2023020882,Vegas Golden Knights,Nashville Predators,8,2,4,3,1,0,1,3,0
273316,2024-02-20,2023020883,Los Angeles Kings,Columbus Blue Jackets,6,4,2,3,3,0,0,4,0
273616,2024-02-21,2023020884,Montreal Canadiens,Buffalo Sabres,5,1,3,2,2,1,1,1,1
273917,2024-02-21,2023020885,Chicago Blackhawks,Philadelphia Flyers,4,2,2,2,2,0,1,2,0
274199,2024-02-21,2023020886,Anaheim Ducks,Columbus Blue Jackets,11,3,2,4,3,0,1,4,0
274529,2024-02-21,2023020887,Arizona Coyotes,Toronto Maple Leafs,9,3,4,3,2,0,0,3,0
274932,2024-02-21,2023020888,Edmonton Oilers,Boston Bruins,11,1,6,3,1,0,3,3,0
275254,2024-02-22,2023020889,Carolina Hurricanes,Florida Panthers,1,1,0,1,1,0,0,1,0
275540,2024-02-22,2023020890,Detroit Red Wings,Colorado Avalanche,3,1,1,2,2,1,0,1,1
275898,2024-02-22,2023020891,New Jersey Devils,New York Rangers,6,4,1,5,1,0,0,5,0
276219,2024-02-22,2023020892,Ottawa Senators,Dallas Stars,5,3,2,3,3,0,1,3,0
276524,2024-02-22,2023020893,Pittsburgh Penguins,Montreal Canadiens,5,3,1,4,4,1,0,3,1
276803,2024-02-22,2023020894,Tampa Bay Lightning,Washington Capitals,8,2,4,2,2,0,1,2,0
277093,2024-02-22,2023020895,St. Louis Blues,New York Islanders,4,4,0,4,4,0,0,4,0
277426,2024-02-22,2023020896,Calgary Flames,Boston Bruins,5,1,4,1,1,0,2,1,0
277692,2024-02-22,2023020897,Seattle Kraken,Vancouver Canucks,7,3,3,3,3,1,1,3,1
278020,2024-02-22,2023020898,Vegas Golden Knights,Toronto Maple Leafs,10,4,4,4,1,0,0,5,0
278307,2024-02-22,2023020899,Los Angeles Kings,Nashville Predators,5,3,2,3,3,0,1,3,0
278566,2024-02-23,2023020900,Columbus Blue Jackets,Buffalo Sabres,3,1,1,2,2,1,0,1,1
278864,2024-02-23,2023020901,Chicago Blackhawks,Winnipeg Jets,5,1,2,2,1,0,1,2,0
279203,2024-02-23,2023020902,Edmonton Oilers,Minnesota Wild,6,2,4,2,1,0,1,2,0
279479,2024-02-24,2023020909,Detroit Red Wings,St. Louis Blues,7,5,2,4,2,0,0,5,0
279764,2024-02-24,2023020903,New Jersey Devils,Montreal Canadiens,7,1,4,3,1,1,1,2,1
280052,2024-02-24,2023020904,New York Islanders,Tampa Bay Lightning,6,2,2,3,1,0,0,3,0
280403,2024-02-24,2023020905,Philadelphia Flyers,New York Rangers,3,1,2,1,1,0,1,1,0
280764,2024-02-24,2023020906,Florida Panthers,Washington Capitals,5,1,2,2,2,2,0,1,1
281052,2024-02-24,2023020908,Colorado Avalanche,Toronto Maple Leafs,7,1,3,3,1,1,1,1,2
281404,2024-02-24,2023020910,Ottawa Senators,Vegas Golden Knights,6,0,3,3,1,1,1,1,2
281758,2024-02-24,2023020911,Vancouver Canucks,Boston Bruins,5,1,1,3,3,1,0,1,2
282058,2024-02-24,2023020907,Carolina Hurricanes,Dallas Stars,3,1,2,1,1,0,1,1,0
282426,2024-02-24,2023020912,Edmonton Oilers,Calgary Flames,9,3,3,3,1,0,0,4,0
282750,2024-02-24,2023020913,Seattle Kraken,Minnesota Wild,7,3,2,5,1,1,0,4,1
283043,2024-02-24,2023020914,San Jose Sharks,Nashville Predators,6,2,4,2,1,0,0,2,0
283381,2024-02-24,2023020915,Los Angeles Kings,Anaheim Ducks,4,0,4,3,1,1,1,2,1
283653,2024-02-25,2023020916,New Jersey Devils,Tampa Bay Lightning,5,3,2,2,2,0,0,3,0
283978,2024-02-25,2023020917,Pittsburgh Penguins,Philadelphia Flyers,13,1,8,2,1,1,2,2,1
284314,2024-02-25,2023020918,Buffalo Sabres,Carolina Hurricanes,4,0,3,2,2,1,1,1,1
284652,2024-02-25,2023020919,Columbus Blue Jackets,New York Rangers,6,2,4,2,2,0,2,2,0
284971,2024-02-25,2023020920,Chicago Blackhawks,Detroit Red Wings,5,1,2,2,2,2,0,1,1
285292,2024-02-25,2023020921,Winnipeg Jets,Arizona Coyotes,7,1,4,2,1,0,2,2,0
285623,2024-02-25,2023020922,Anaheim Ducks,Nashville Predators,6,2,4,2,1,0,1,2,0
285914,2024-02-26,2023020923,Washington Capitals,Ottawa Senators,9,3,4,2,2,0,1,3,0
286256,2024-02-26,2023020924,Dallas Stars,New York Islanders,5,1,4,1,1,0,2,1,0
286608,2024-02-26,2023020925,Edmonton Oilers,Los Angeles Kings,6,2,3,3,3,1,1,2,1
286930,2024-02-26,2023020926,Seattle Kraken,Boston Bruins,6,0,5,2,1,1,2,1,1
287215,2024-02-27,2023020927,Detroit Red Wings,Washington Capitals,11,5,6,2,2,0,0,5,0
287586,2024-02-27,2023020928,Florida Panthers,Buffalo Sabres,5,1,2,3,1,1,0,2,1
287890,2024-02-27,2023020929,Montreal Canadiens,Arizona Coyotes,6,2,4,2,1,0,0,2,0
288214,2024-02-27,2023020930,Philadelphia Flyers,Tampa Bay Lightning,8,4,4,3,2,0,1,4,0
288577,2024-02-27,2023020931,Toronto Maple Leafs,Vegas Golden Knights,8,4,4,2,2,0,0,4,0
288861,2024-02-27,2023020932,Minnesota Wild,Carolina Hurricanes,5,1,3,2,2,1,1,1,1
289204,2024-02-27,2023020933,Nashville Predators,Ottawa Senators,5,3,2,2,2,0,0,3,0
289529,2024-02-27,2023020934,Winnipeg Jets,St. Louis Blues,6,2,4,2,1,0,0,2,0
289870,2024-02-27,2023020935,Calgary Flames,Los Angeles Kings,6,2,3,2,2,1,1,2,1
290146,2024-02-27,2023020936,Colorado Avalanche,Dallas Stars,6,4,1,5,5,1,0,4,1
290477,2024-02-27,2023020937,Vancouver Canucks,Pittsburgh Penguins,7,1,3,2,2,1,1,1,2
290789,2024-02-27,2023020938,San Jose Sharks,New Jersey Devils,9,5,2,7,1,1,0,6,1
291103,2024-02-28,2023020939,New York Rangers,Columbus Blue Jackets,5,3,2,2,2,0,0,3,0
291465,2024-02-28,2023020940,Edmonton Oilers,St. Louis Blues,5,1,1,3,3,1,0,1,2
291838,2024-02-29,2023020941,Boston Bruins,Vegas Golden Knights,9,1,4,3,1,0,1,3,0
292097,2024-02-29,2023020942,Columbus Blue Jackets,Carolina Hurricanes,6,2,4,2,1,0,0,2,0
292385,2024-02-29,2023020943,Detroit Red Wings,New York Islanders,8,2,4,2,2,0,2,2,0
292750,2024-02-29,2023020944,Florida Panthers,Montreal Canadiens,6,0,6,2,1,2,2,1,1
293032,2024-02-29,2023020945,Tampa Bay Lightning,Buffalo Sabres,5,1,3,2,2,1,1,1,1
293395,2024-02-29,2023020946,Toronto Maple Leafs,Arizona Coyotes,6,2,2,3,1,0,0,3,0
293732,2024-02-29,2023020947,Dallas Stars,Winnipeg Jets,5,3,2,3,1,0,0,3,0
294024,2024-02-29,2023020948,Nashville Predators,Minnesota Wild,7,5,1,6,6,1,0,5,1
294291,2024-02-29,2023020949,Chicago Blackhawks,Colorado Avalanche,5,5,0,5,5,0,0,5,0
294592,2024-02-29,2023020950,Seattle Kraken,Pittsburgh Penguins,2,2,0,2,2,0,0,2,0
294874,2024-02-29,2023020951,Vancouver Canucks,Los Angeles Kings,6,4,2,3,3,0,0,4,0
295187,2024-02-29,2023020952,San Jose Sharks,Anaheim Ducks,10,2,5,3,1,1,1,2,1
295554,2024-03-01,2023020953,Ottawa Senators,Arizona Coyotes,8,2,2,3,2,0,1,3,0
295882,2024-03-01,2023020954,Washington Capitals,Philadelphia Flyers,7,3,1,5,5,1,0,3,2
296228,2024-03-01,2023020955,Anaheim Ducks,New Jersey Devils,7,1,5,2,1,0,1,2,0
296557,2024-03-02,2023020956,Carolina Hurricanes,Winnipeg Jets,8,2,1,5,5,1,0,2,3
296888,2024-03-02,2023020961,Detroit Red Wings,Florida Panthers,4,4,0,4,4,0,0,4,0
297167,2024-03-02,2023020958,Seattle Kraken,Edmonton Oilers,3,1,1,2,1,0,0,2,0
297487,2024-03-02,2023020959,Nashville Predators,Colorado Avalanche,6,4,2,4,4,0,1,4,0
297794,2024-03-02,2023020967,St. Louis Blues,Minnesota Wild,4,2,2,2,2,0,1,2,0
298124,2024-03-02,2023020960,Buffalo Sabres,Vegas Golden Knights,9,5,2,5,5,0,1,5,0
298449,2024-03-02,2023020962,Philadelphia Flyers,Ottawa Senators,6,2,4,2,1,0,1,2,0
298774,2024-03-02,2023020963,Tampa Bay Lightning,Montreal Canadiens,6,0,5,2,2,1,2,1,2
299195,2024-03-02,2023020964,Toronto Maple Leafs,New York Rangers,6,0,5,2,2,3,1,1,1
299463,2024-03-02,2023020957,New York Islanders,Boston Bruins,6,4,1,5,1,0,0,5,0
299730,2024-03-02,2023020965,Chicago Blackhawks,Columbus Blue Jackets,7,3,4,2,1,0,0,3,0
300116,2024-03-02,2023020966,Dallas Stars,San Jose Sharks,4,0,5,2,1,1,2,1,1
300450,2024-03-02,2023020968,Calgary Flames,Pittsburgh Penguins,7,1,3,3,3,1,0,1,2
300786,2024-03-03,2023020969,Washington Capitals,Arizona Coyotes,7,3,4,2,1,0,0,3,0
301085,2024-03-03,2023020970,Los Angeles Kings,New Jersey Devils,6,4,1,5,5,1,0,4,1
301385,2024-03-03,2023020971,Buffalo Sabres,Winnipeg Jets,7,3,3,4,4,1,1,3,1
301662,2024-03-03,2023020972,Minnesota Wild,San Jose Sharks,7,1,3,2,2,1,1,1,2
301930,2024-03-03,2023020973,Anaheim Ducks,Vancouver Canucks,3,1,2,1,1,0,1,1,0
302267,2024-03-03,2023020974,Edmonton Oilers,Pittsburgh Penguins,7,5,1,6,1,0,0,6,0
302575,2024-03-04,2023020975,Columbus Blue Jackets,Vegas Golden Knights,9,3,4,2,2,0,1,3,0
302882,2024-03-04,2023020976,New York Rangers,Florida Panthers,6,2,3,2,2,1,1,2,1
303210,2024-03-04,2023020977,Philadelphia Flyers,St. Louis Blues,2,0,3,2,1,1,1,1,1
303582,2024-03-04,2023020978,Toronto Maple Leafs,Boston Bruins,5,3,2,3,1,0,0,3,0
303905,2024-03-04,2023020979,Colorado Avalanche,Chicago Blackhawks,5,5,0,5,5,0,0,5,0
304289,2024-03-04,2023020980,Calgary Flames,Seattle Kraken,6,2,4,2,1,0,1,2,0
304598,2024-03-05,2023020982,New Jersey Devils,Florida Panthers,8,2,4,2,1,0,1,2,0
304949,2024-03-05,2023020983,Pittsburgh Penguins,Columbus Blue Jackets,8,2,4,2,2,0,2,2,0
305256,2024-03-05,2023020981,Boston Bruins,Edmonton Oilers,3,1,1,2,2,1,0,1,1
305521,2024-03-05,2023020984,New York Islanders,St. Louis Blues,6,2,1,4,4,1,0,2,2
305827,2024-03-05,2023020985,Nashville Predators,Montreal Canadiens,7,1,3,2,2,1,1,1,2
306121,2024-03-05,2023020986,Winnipeg Jets,Seattle Kraken,7,1,4,2,2,2,1,1,1
306463,2024-03-05,2023020987,Arizona Coyotes,Chicago Blackhawks,7,3,4,3,3,0,2,3,0
306771,2024-03-05,2023020988,Los Angeles Kings,Vancouver Canucks,3,1,1,2,2,1,0,1,1
307101,2024-03-05,2023020989,San Jose Sharks,Dallas Stars,13,1,5,4,4,1,2,1,3
307436,2024-03-06,2023020990,Toronto Maple Leafs,Buffalo Sabres,3,1,2,1,1,0,1,1,0
307773,2024-03-06,2023020991,Colorado Avalanche,Detroit Red Wings,9,5,3,6,6,1,1,5,1
308067,2024-03-06,2023020992,Anaheim Ducks,Ottawa Senators,3,1,1,2,2,1,0,1,1
308441,2024-03-07,2023020993,Boston Bruins,Toronto Maple Leafs,5,3,2,2,2,0,0,3,0
308778,2024-03-07,2023020994,Carolina Hurricanes,Montreal Canadiens,5,3,1,4,4,1,0,3,1
309063,2024-03-07,2023020995,Columbus Blue Jackets,Edmonton Oilers,6,2,2,3,1,0,0,3,0
309405,2024-03-07,2023020996,Florida Panthers,Philadelphia Flyers,3,1,2,1,1,0,1,1,0
309706,2024-03-07,2023020997,New Jersey Devils,St. Louis Blues,5,3,2,2,2,0,0,3,0
310037,2024-03-07,2023020998,Pittsburgh Penguins,Washington Capitals,6,6,0,6,6,0,0,6,0
310339,2024-03-07,2023020999,Tampa Bay Lightning,Calgary Flames,9,3,5,3,1,0,1,4,0
310661,2024-03-07,2023021000,Nashville Predators,Buffalo Sabres,6,2,3,3,1,0,1,3,0
310991,2024-03-07,2023021001,Arizona Coyotes,Minnesota Wild,7,3,2,4,4,2,0,3,1
311310,2024-03-07,2023021002,Vegas Golden Knights,Vancouver Canucks,4,2,2,2,1,0,0,2,0
311636,2024-03-07,2023021003,Los Angeles Kings,Ottawa Senators,7,1,5,2,1,1,2,1,1
311935,2024-03-07,2023021004,San Jose Sharks,New York Islanders,9,5,4,4,4,0,0,5,0
312243,2024-03-08,2023021005,Arizona Coyotes,Detroit Red Wings,4,4,0,4,4,0,0,4,0
312599,2024-03-08,2023021006,Colorado Avalanche,Minnesota Wild,3,1,2,1,1,0,1,1,0
312918,2024-03-08,2023021007,Anaheim Ducks,Dallas Stars,8,4,4,4,1,0,0,4,0
313211,2024-03-08,2023021008,Seattle Kraken,Winnipeg Jets,3,3,0,3,3,0,0,3,0
313510,2024-03-09,2023021009,Buffalo Sabres,Edmonton Oilers,4,0,3,3,1,1,1,1,2
313835,2024-03-09,2023021010,Columbus Blue Jackets,Nashville Predators,3,1,2,1,1,0,1,1,0
314143,2024-03-09,2023021011,New Jersey Devils,Carolina Hurricanes,6,2,4,2,1,0,1,2,0
314506,2024-03-09,2023021012,Boston Bruins,Pittsburgh Penguins,6,4,2,3,2,0,0,4,0
314869,2024-03-09,2023021013,Florida Panthers,Calgary Flames,6,4,2,4,4,0,1,4,0
315200,2024-03-09,2023021014,Montreal Canadiens,Toronto Maple Leafs,5,1,3,2,1,1,1,1,1
315511,2024-03-09,2023021015,San Jose Sharks,Ottawa Senators,3,1,2,1,1,0,1,1,0
315828,2024-03-09,2023021016,Tampa Bay Lightning,Philadelphia Flyers,7,7,0,7,7,0,0,7,0
316126,2024-03-09,2023021017,Washington Capitals,Chicago Blackhawks,5,3,1,4,1,0,0,4,0
316419,2024-03-09,2023021018,New York Rangers,St. Louis Blues,4,4,0,4,4,0,0,4,0
316715,2024-03-09,2023021019,Vancouver Canucks,Winnipeg Jets,5,5,0,5,5,0,0,5,0
317049,2024-03-09,2023021020,Vegas Golden Knights,Detroit Red Wings,8,2,4,2,2,0,2,2,0
317351,2024-03-09,2023021021,Los Angeles Kings,Dallas Stars,5,3,1,4,4,1,0,3,1
317675,2024-03-10,2023021022,Pittsburgh Penguins,Edmonton Oilers,4,4,0,4,4,0,0,4,0
317996,2024-03-10,2023021023,Minnesota Wild,Nashville Predators,7,1,4,2,1,2,1,1,1
318369,2024-03-10,2023021024,Carolina Hurricanes,Calgary Flames,9,5,4,4,1,0,0,5,0
318702,2024-03-10,2023021025,Chicago Blackhawks,Arizona Coyotes,11,3,5,3,2,1,1,3,2
318981,2024-03-10,2023021026,Anaheim Ducks,New York Islanders,7,5,2,3,3,0,0,5,0
319284,2024-03-11,2023021027,Boston Bruins,St. Louis Blues,6,4,2,4,1,0,0,4,0
319547,2024-03-11,2023021028,New York Rangers,New Jersey Devils,4,2,2,2,1,0,0,2,0
319890,2024-03-11,2023021029,Winnipeg Jets,Washington Capitals,3,3,0,3,3,0,0,3,0
320178,2024-03-11,2023021030,Los Angeles Kings,New York Islanders,3,3,0,3,3,0,0,3,0
320496,2024-03-12,2023021031,Buffalo Sabres,Detroit Red Wings,10,4,5,4,1,0,0,5,0
320824,2024-03-12,2023021032,Carolina Hurricanes,New York Rangers,1,1,0,1,1,0,0,1,0
321153,2024-03-12,2023021033,Montreal Canadiens,Columbus Blue Jackets,3,3,0,3,3,0,0,3,0
321490,2024-03-12,2023021034,Ottawa Senators,Pittsburgh Penguins,3,1,2,1,1,0,1,1,0
321829,2024-03-12,2023021035,Philadelphia Flyers,San Jose Sharks,5,1,4,1,1,0,2,1,0
322172,2024-03-12,2023021036,Dallas Stars,Florida Panthers,7,1,1,4,4,1,0,1,3
322472,2024-03-12,2023021037,Minnesota Wild,Arizona Coyotes,5,3,2,3,3,0,1,3,0
322756,2024-03-12,2023021038,Chicago Blackhawks,Anaheim Ducks,9,5,3,6,6,1,1,5,1
323115,2024-03-12,2023021039,Calgary Flames,Colorado Avalanche,8,4,2,5,5,2,0,4,1
323456,2024-03-12,2023021040,Seattle Kraken,Vegas Golden Knights,9,1,3,3,3,3,0,1,2
323793,2024-03-13,2023021041,St. Louis Blues,Los Angeles Kings,4,2,1,3,1,0,0,3,0
324149,2024-03-13,2023021042,Winnipeg Jets,Nashville Predators,6,2,1,4,2,0,0,4,0
324471,2024-03-13,2023021043,Edmonton Oilers,Washington Capitals,9,5,2,5,5,0,1,5,0
324754,2024-03-13,2023021044,Vancouver Canucks,Colorado Avalanche,7,1,1,4,4,1,0,1,3
325048,2024-03-14,2023021045,Buffalo Sabres,New York Islanders,4,4,0,4,4,0,0,4,0
325375,2024-03-14,2023021046,Carolina Hurricanes,Florida Panthers,4,4,0,4,4,0,0,4,0
325709,2024-03-14,2023021047,Columbus Blue Jackets,Ottawa Senators,4,0,3,3,1,1,1,1,2
326017,2024-03-14,2023021048,Detroit Red Wings,Arizona Coyotes,5,3,2,3,3,0,1,3,0
326286,2024-03-14,2023021049,Montreal Canadiens,Boston Bruins,3,1,2,1,1,0,1,1,0
326642,2024-03-14,2023021051,Pittsburgh Penguins,San Jose Sharks,9,3,4,3,3,2,1,3,1
326969,2024-03-14,2023021052,Tampa Bay Lightning,New York Rangers,9,3,3,4,4,1,1,3,2
327329,2024-03-14,2023021050,Philadelphia Flyers,Toronto Maple Leafs,8,4,3,3,1,0,0,5,0
