,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
327651,2024-03-14,2023021053,Dallas Stars,New Jersey Devils,8,4,3,5,5,1,1,4,1
327883,2024-03-14,2023021054,Minnesota Wild,Anaheim Ducks,2,2,0,2,2,0,0,2,0
328243,2024-03-14,2023021055,Calgary Flames,Vegas Golden Knights,5,3,1,4,4,1,0,3,1
328525,2024-03-14,2023021056,Seattle Kraken,Washington Capitals,3,1,2,1,1,0,1,1,0
328811,2024-03-15,2023021057,Winnipeg Jets,Anaheim Ducks,6,6,0,6,6,0,0,6,0
329119,2024-03-15,2023021058,Chicago Blackhawks,Los Angeles Kings,5,5,0,5,5,0,0,5,0
329429,2024-03-16,2023021059,Detroit Red Wings,Buffalo Sabres,5,3,1,4,4,1,0,3,1
329751,2024-03-16,2023021060,New York Islanders,Ottawa Senators,7,1,5,2,1,1,2,1,1
330056,2024-03-16,2023021061,Pittsburgh Penguins,New York Rangers,11,3,7,3,1,1,2,3,1
330362,2024-03-16,2023021062,Arizona Coyotes,New Jersey Devils,5,3,2,3,1,0,0,3,0
330718,2024-03-16,2023021063,Florida Panthers,Tampa Bay Lightning,8,2,2,4,1,0,0,4,0
331068,2024-03-16,2023021064,Boston Bruins,Philadelphia Flyers,11,1,6,4,1,1,1,3,1
331366,2024-03-16,2023021065,Columbus Blue Jackets,San Jose Sharks,6,2,4,2,1,0,0,2,0
331705,2024-03-16,2023021066,Calgary Flames,Montreal Canadiens,7,3,2,3,2,0,0,3,0
332104,2024-03-16,2023021067,Toronto Maple Leafs,Carolina Hurricanes,8,0,3,3,3,1,0,1,3
332430,2024-03-16,2023021068,Dallas Stars,Los Angeles Kings,5,3,1,4,1,0,0,4,0
332775,2024-03-16,2023021069,St. Louis Blues,Minnesota Wild,4,0,4,2,1,0,2,2,0
333149,2024-03-16,2023021070,Edmonton Oilers,Colorado Avalanche,5,1,2,2,2,2,0,1,1
333458,2024-03-16,2023021071,Seattle Kraken,Nashville Predators,5,3,2,3,3,0,1,3,0
333743,2024-03-16,2023021072,Vancouver Canucks,Washington Capitals,3,1,1,2,2,1,0,1,1
334047,2024-03-17,2023021073,New York Rangers,New York Islanders,7,3,3,3,3,1,1,3,1
334346,2024-03-17,2023021074,Vegas Golden Knights,New Jersey Devils,4,2,1,3,3,1,0,2,1
334613,2024-03-17,2023021075,Columbus Blue Jackets,Winnipeg Jets,7,5,2,5,1,0,0,5,0
334913,2024-03-17,2023021076,Chicago Blackhawks,San Jose Sharks,7,3,1,5,5,1,0,3,2
335219,2024-03-17,2023021077,Ottawa Senators,Carolina Hurricanes,9,5,4,5,5,0,2,5,0
335538,2024-03-17,2023021078,Pittsburgh Penguins,Detroit Red Wings,9,3,6,3,1,0,1,3,0
335834,2024-03-17,2023021079,St. Louis Blues,Anaheim Ducks,6,2,2,4,1,1,0,3,1
336184,2024-03-18,2023021080,Calgary Flames,Washington Capitals,7,3,4,3,1,0,0,3,0
336503,2024-03-18,2023021081,Seattle Kraken,Buffalo Sabres,8,4,3,3,3,1,0,4,1
336843,2024-03-19,2023021082,Boston Bruins,Ottawa Senators,8,4,4,3,3,0,0,4,0
337142,2024-03-19,2023021083,Detroit Red Wings,Columbus Blue Jackets,7,1,3,2,2,1,1,1,2
337461,2024-03-19,2023021084,New Jersey Devils,Pittsburgh Penguins,7,3,3,4,1,0,1,4,0
337756,2024-03-19,2023021085,New York Rangers,Winnipeg Jets,6,2,4,2,1,0,1,2,0
338082,2024-03-19,2023021086,Philadelphia Flyers,Toronto Maple Leafs,7,1,3,3,1,0,0,3,0
338369,2024-03-19,2023021087,New York Islanders,Carolina Hurricanes,5,3,2,3,1,0,0,3,0
338662,2024-03-19,2023021088,Nashville Predators,San Jose Sharks,10,6,2,7,7,2,0,6,1
339001,2024-03-19,2023021089,St. Louis Blues,Colorado Avalanche,7,1,4,2,2,2,1,1,1
339322,2024-03-19,2023021090,Edmonton Oilers,Montreal Canadiens,5,1,2,2,1,0,1,2,0
339612,2024-03-19,2023021091,Anaheim Ducks,Minnesota Wild,4,4,0,4,4,0,0,4,0
339883,2024-03-19,2023021092,Los Angeles Kings,Chicago Blackhawks,8,4,4,4,1,0,1,4,0
340199,2024-03-19,2023021093,Vancouver Canucks,Buffalo Sabres,5,1,3,2,1,0,0,2,0
340473,2024-03-19,2023021094,Vegas Golden Knights,Tampa Bay Lightning,8,2,5,2,2,1,2,2,1
340807,2024-03-20,2023021095,Washington Capitals,Toronto Maple Leafs,10,4,6,3,3,0,0,4,0
341109,2024-03-20,2023021096,Dallas Stars,Arizona Coyotes,7,3,2,5,1,1,0,4,1
341391,2024-03-20,2023021097,Los Angeles Kings,Minnesota Wild,6,6,0,6,6,0,0,6,0
341724,2024-03-21,2023021098,Boston Bruins,New York Rangers,7,3,3,3,3,1,1,3,1
342043,2024-03-21,2023021099,Carolina Hurricanes,Philadelphia Flyers,5,1,4,1,1,0,2,1,0
342351,2024-03-21,2023021100,Detroit Red Wings,New York Islanders,9,3,4,4,1,0,1,4,0
342646,2024-03-21,2023021102,New Jersey Devils,Winnipeg Jets,5,3,2,3,3,0,1,3,0
342946,2024-03-21,2023021103,Ottawa Senators,St. Louis Blues,7,3,4,2,2,0,0,3,0
343312,2024-03-21,2023021101,Florida Panthers,Nashville Predators,3,3,0,3,3,0,0,3,0
343648,2024-03-21,2023021104,Edmonton Oilers,Buffalo Sabres,11,5,3,6,6,1,1,5,2
343965,2024-03-21,2023021105,Anaheim Ducks,Chicago Blackhawks,4,4,0,4,4,0,0,4,0
344271,2024-03-21,2023021106,Vancouver Canucks,Montreal Canadiens,5,3,2,3,1,0,0,3,0
344593,2024-03-21,2023021107,Vegas Golden Knights,Seattle Kraken,4,2,2,2,2,0,1,2,0
344860,2024-03-21,2023021108,San Jose Sharks,Tampa Bay Lightning,5,3,2,3,3,0,1,3,0
345260,2024-03-22,2023021109,Washington Capitals,Carolina Hurricanes,12,0,9,2,1,3,3,1,1
345553,2024-03-22,2023021110,Dallas Stars,Pittsburgh Penguins,6,2,2,4,1,1,0,3,1
345878,2024-03-22,2023021111,Colorado Avalanche,Columbus Blue Jackets,7,5,1,6,6,1,0,5,1
346184,2024-03-22,2023021112,Arizona Coyotes,Seattle Kraken,3,1,1,2,2,1,0,1,1
346528,2024-03-23,2023021113,New York Islanders,Winnipeg Jets,9,3,3,4,2,0,0,5,0
346846,2024-03-23,2023021114,Philadelphia Flyers,Boston Bruins,5,1,4,1,1,0,2,1,0
347139,2024-03-23,2023021115,Minnesota Wild,St. Louis Blues,9,1,6,2,1,2,2,1,1
347459,2024-03-23,2023021116,Nashville Predators,Detroit Red Wings,1,1,0,1,1,0,0,1,0
347714,2024-03-23,2023021117,New Jersey Devils,Ottawa Senators,7,3,2,4,4,2,0,3,1
348070,2024-03-23,2023021118,Toronto Maple Leafs,Edmonton Oilers,9,3,2,5,1,0,0,5,0
348380,2024-03-23,2023021119,New York Rangers,Florida Panthers,6,0,5,2,1,1,2,1,2
348676,2024-03-23,2023021120,Vancouver Canucks,Calgary Flames,6,2,3,2,1,0,0,3,0
348972,2024-03-23,2023021121,Los Angeles Kings,Tampa Bay Lightning,7,1,4,2,1,0,2,2,0
349284,2024-03-23,2023021122,San Jose Sharks,Chicago Blackhawks,9,1,1,5,5,1,0,1,4
349599,2024-03-23,2023021123,Vegas Golden Knights,Columbus Blue Jackets,6,2,2,4,1,1,0,3,1
349905,2024-03-24,2023021124,Washington Capitals,Winnipeg Jets,3,3,0,3,3,0,0,3,0
350214,2024-03-24,2023021125,Colorado Avalanche,Pittsburgh Penguins,9,1,1,5,5,1,0,1,4
350542,2024-03-24,2023021126,New York Islanders,New Jersey Devils,4,4,0,4,4,0,0,4,0
350875,2024-03-24,2023021127,Carolina Hurricanes,Toronto Maple Leafs,3,1,1,2,1,0,0,2,0
351175,2024-03-24,2023021128,Ottawa Senators,Edmonton Oilers,8,2,3,4,4,1,1,2,2
351481,2024-03-24,2023021129,Philadelphia Flyers,Florida Panthers,5,3,2,3,1,0,0,3,0
351821,2024-03-24,2023021130,Arizona Coyotes,Dallas Stars,6,2,4,2,2,0,2,2,0
352135,2024-03-24,2023021131,Anaheim Ducks,Tampa Bay Lightning,5,1,3,2,1,1,1,1,1
352433,2024-03-24,2023021132,Calgary Flames,Buffalo Sabres,5,3,2,3,3,0,1,3,0
352726,2024-03-24,2023021133,Seattle Kraken,Montreal Canadiens,6,4,2,4,1,0,0,4,0
353039,2024-03-25,2023021134,St. Louis Blues,Vegas Golden Knights,3,1,2,1,1,0,1,1,0
353322,2024-03-25,2023021135,Vancouver Canucks,Los Angeles Kings,5,1,3,2,1,0,1,2,0
353667,2024-03-26,2023021136,Florida Panthers,Boston Bruins,7,1,5,2,2,1,2,1,1
353980,2024-03-26,2023021137,New York Rangers,Philadelphia Flyers,11,1,7,3,1,1,3,1,2
354336,2024-03-26,2023021138,Pittsburgh Penguins,Carolina Hurricanes,5,3,2,3,3,0,1,3,0
354688,2024-03-26,2023021140,Washington Capitals,Detroit Red Wings,7,1,4,2,1,2,1,1,1
355018,2024-03-26,2023021139,Toronto Maple Leafs,New Jersey Devils,9,3,3,4,4,3,0,3,1
355355,2024-03-26,2023021141,Nashville Predators,Vegas Golden Knights,9,1,3,4,4,1,0,1,3
355678,2024-03-26,2023021142,Winnipeg Jets,Edmonton Oilers,7,1,3,3,1,1,1,2,1
355960,2024-03-26,2023021143,Chicago Blackhawks,Calgary Flames,4,2,1,3,1,0,0,3,0
356251,2024-03-26,2023021144,Colorado Avalanche,Montreal Canadiens,3,1,1,2,2,1,0,1,1
356571,2024-03-26,2023021145,Arizona Coyotes,Columbus Blue Jackets,8,4,3,4,4,1,1,4,1
356866,2024-03-26,2023021146,Seattle Kraken,Anaheim Ducks,4,4,0,4,4,0,0,4,0
357189,2024-03-26,2023021147,San Jose Sharks,Dallas Stars,9,3,4,3,2,0,0,3,0
357537,2024-03-27,2023021148,Buffalo Sabres,Ottawa Senators,8,4,2,5,1,0,0,5,0
357829,2024-03-27,2023021149,Tampa Bay Lightning,Boston Bruins,4,2,2,2,2,0,1,2,0
358165,2024-03-28,2023021151,Florida Panthers,New York Islanders,5,1,3,2,2,1,1,1,1
358481,2024-03-28,2023021152,Montreal Canadiens,Philadelphia Flyers,5,3,2,3,1,0,0,3,0
358789,2024-03-28,2023021153,Ottawa Senators,Chicago Blackhawks,2,2,0,2,2,0,0,2,0
359082,2024-03-28,2023021154,Pittsburgh Penguins,Columbus Blue Jackets,5,1,3,2,2,1,1,1,1
359422,2024-03-28,2023021155,Toronto Maple Leafs,Washington Capitals,6,4,2,3,3,0,0,4,0
359708,2024-03-28,2023021150,Carolina Hurricanes,Detroit Red Wings,4,4,0,4,4,0,0,4,0
359985,2024-03-28,2023021156,Minnesota Wild,San Jose Sharks,4,2,2,2,2,0,1,2,0
360287,2024-03-28,2023021157,St. Louis Blues,Calgary Flames,8,2,4,2,2,2,1,2,1
360668,2024-03-28,2023021158,Winnipeg Jets,Vegas Golden Knights,5,3,2,3,3,0,1,3,0
361015,2024-03-28,2023021159,Colorado Avalanche,New York Rangers,4,0,3,2,2,1,1,2,1
361359,2024-03-28,2023021160,Edmonton Oilers,Los Angeles Kings,5,3,2,3,1,0,0,3,0
361722,2024-03-28,2023021161,Arizona Coyotes,Nashville Predators,12,4,5,4,1,1,0,4,2
362013,2024-03-28,2023021162,Seattle Kraken,Anaheim Ducks,6,2,2,3,3,2,0,2,1
362336,2024-03-28,2023021163,Vancouver Canucks,Dallas Stars,4,2,2,2,2,0,1,2,0
362643,2024-03-29,2023021164,Buffalo Sabres,New Jersey Devils,7,3,1,5,5,1,0,3,2
363020,2024-03-30,2023021165,Florida Panthers,Detroit Red Wings,4,0,3,2,1,1,1,1,1
363322,2024-03-30,2023021166,Minnesota Wild,Vegas Golden Knights,3,1,1,2,2,1,0,1,1
363653,2024-03-30,2023021167,Edmonton Oilers,Anaheim Ducks,7,5,1,6,1,0,0,6,0
363984,2024-03-30,2023021168,Arizona Coyotes,New York Rangers,13,3,6,3,2,0,1,3,0
364330,2024-03-30,2023021169,Colorado Avalanche,Nashville Predators,11,3,5,5,5,1,1,3,2
364642,2024-03-30,2023021170,Buffalo Sabres,Toronto Maple Leafs,3,3,0,3,3,0,0,3,0
364973,2024-03-30,2023021171,Columbus Blue Jackets,Pittsburgh Penguins,6,0,4,3,1,2,1,1,2
365299,2024-03-30,2023021172,Montreal Canadiens,Carolina Hurricanes,3,3,0,3,3,0,0,3,0
365590,2024-03-30,2023021173,Philadelphia Flyers,Chicago Blackhawks,6,4,2,3,3,0,0,4,0
365936,2024-03-30,2023021174,Tampa Bay Lightning,New York Islanders,5,3,1,4,4,1,0,3,1
366257,2024-03-30,2023021175,Winnipeg Jets,Ottawa Senators,5,1,3,2,1,1,1,1,1
366623,2024-03-30,2023021176,Washington Capitals,Boston Bruins,4,0,8,1,1,0,4,1,0
366940,2024-03-30,2023021177,St. Louis Blues,San Jose Sharks,4,4,0,4,4,0,0,4,0
367271,2024-03-30,2023021178,Calgary Flames,Los Angeles Kings,6,2,4,2,1,0,1,2,0
367578,2024-03-30,2023021179,Seattle Kraken,Dallas Stars,3,3,0,3,3,0,0,3,0
367883,2024-03-31,2023021180,Vancouver Canucks,Anaheim Ducks,5,1,2,2,1,0,1,2,0
368187,2024-04-01,2023021181,Columbus Blue Jackets,Colorado Avalanche,5,3,2,3,1,0,0,3,0
368483,2024-04-01,2023021182,New York Rangers,Pittsburgh Penguins,7,3,2,3,2,0,0,3,0
368826,2024-04-01,2023021183,Philadelphia Flyers,New York Islanders,7,1,5,2,1,1,2,1,1
369153,2024-04-01,2023021184,Tampa Bay Lightning,Detroit Red Wings,6,2,4,2,2,0,2,2,0
369510,2024-04-01,2023021185,Toronto Maple Leafs,Florida Panthers,10,2,4,3,1,0,0,4,0
369832,2024-04-01,2023021186,St. Louis Blues,Edmonton Oilers,5,1,3,2,1,1,1,1,1
370152,2024-04-01,2023021187,Winnipeg Jets,Los Angeles Kings,7,1,4,2,2,2,1,1,1
370455,2024-04-01,2023021188,San Jose Sharks,Seattle Kraken,6,2,4,2,1,0,0,2,0
370757,2024-04-02,2023021189,Buffalo Sabres,Washington Capitals,8,4,3,3,3,1,0,4,1
371102,2024-04-02,2023021190,Montreal Canadiens,Florida Panthers,8,2,4,4,1,1,1,3,1
371374,2024-04-02,2023021191,New Jersey Devils,Pittsburgh Penguins,9,3,2,5,5,2,0,3,2
371619,2024-04-02,2023021192,New York Islanders,Chicago Blackhawks,3,1,1,2,2,1,0,1,1
371877,2024-04-02,2023021193,Minnesota Wild,Ottawa Senators,5,1,2,2,1,0,1,2,0
372188,2024-04-02,2023021194,Nashville Predators,Boston Bruins,3,3,0,3,3,0,0,3,0
372528,2024-04-02,2023021195,Calgary Flames,Anaheim Ducks,8,2,4,3,1,2,0,2,1
372841,2024-04-02,2023021196,Vegas Golden Knights,Vancouver Canucks,9,3,4,3,1,0,0,4,0
373254,2024-04-03,2023021197,Toronto Maple Leafs,Tampa Bay Lightning,5,3,2,3,3,0,1,3,0
373574,2024-04-03,2023021198,New York Rangers,New Jersey Devils,7,1,2,3,2,2,0,2,1
373901,2024-04-03,2023021199,Dallas Stars,Edmonton Oilers,5,5,0,5,5,0,0,5,0
374160,2024-04-03,2023021201,Los Angeles Kings,Seattle Kraken,7,3,4,3,1,0,0,3,0
374518,2024-04-03,2023021200,Arizona Coyotes,Vancouver Canucks,3,1,2,1,1,0,1,1,0
374821,2024-04-04,2023021202,Carolina Hurricanes,Boston Bruins,5,3,2,3,1,0,0,3,0
375122,2024-04-04,2023021203,Columbus Blue Jackets,New York Islanders,6,2,4,2,2,0,2,2,0
375460,2024-04-04,2023021204,Montreal Canadiens,Tampa Bay Lightning,11,3,5,4,1,1,1,4,1
375781,2024-04-04,2023021205,Ottawa Senators,Florida Panthers,6,6,0,6,6,0,0,6,0
376150,2024-04-04,2023021206,Washington Capitals,Pittsburgh Penguins,5,3,2,3,1,0,0,3,0
376492,2024-04-04,2023021207,Minnesota Wild,Colorado Avalanche,7,3,4,2,2,0,1,3,0
376841,2024-04-04,2023021208,Nashville Predators,St. Louis Blues,9,3,4,3,2,0,1,3,0
377192,2024-04-04,2023021209,Winnipeg Jets,Calgary Flames,7,3,3,3,3,1,1,3,1
377452,2024-04-04,2023021210,San Jose Sharks,Los Angeles Kings,3,1,1,2,1,0,0,2,0
377783,2024-04-05,2023021211,Buffalo Sabres,Philadelphia Flyers,6,2,4,2,1,0,1,2,0
378089,2024-04-05,2023021212,Carolina Hurricanes,Washington Capitals,6,2,1,4,4,1,0,2,2
378429,2024-04-05,2023021213,Detroit Red Wings,New York Rangers,7,1,4,2,2,2,1,1,1
378762,2024-04-05,2023021214,Edmonton Oilers,Colorado Avalanche,8,4,2,5,5,2,0,4,1
379072,2024-04-05,2023021215,Anaheim Ducks,Seattle Kraken,4,2,1,3,1,0,0,3,0
379422,2024-04-05,2023021216,Arizona Coyotes,Vegas Golden Knights,11,3,2,6,6,2,0,3,3
379754,2024-04-06,2023021217,Pittsburgh Penguins,Tampa Bay Lightning,9,1,4,3,1,0,1,3,0
380118,2024-04-06,2023021218,Boston Bruins,Florida Panthers,5,1,3,2,1,1,1,1,1
380409,2024-04-06,2023021220,Chicago Blackhawks,Dallas Stars,5,1,1,3,2,0,0,3,0
380659,2024-04-06,2023021219,Minnesota Wild,Winnipeg Jets,6,2,4,2,2,0,2,2,0
380944,2024-04-06,2023021221,San Jose Sharks,St. Louis Blues,5,1,2,2,1,0,1,2,0
381259,2024-04-06,2023021222,Columbus Blue Jackets,Philadelphia Flyers,8,4,3,3,1,0,0,5,0
381592,2024-04-06,2023021223,Montreal Canadiens,Toronto Maple Leafs,6,2,1,4,2,0,0,4,0
381961,2024-04-06,2023021224,Ottawa Senators,New Jersey Devils,7,1,3,3,2,0,0,3,0
382274,2024-04-06,2023021225,New York Islanders,Nashville Predators,2,2,0,2,2,0,0,2,0
382614,2024-04-06,2023021226,Calgary Flames,Edmonton Oilers,6,2,2,2,2,0,1,2,0
382912,2024-04-06,2023021227,Los Angeles Kings,Vancouver Canucks,9,3,6,2,1,0,0,3,0
383264,2024-04-07,2023021228,Detroit Red Wings,Buffalo Sabres,4,2,1,3,1,0,0,3,0
383526,2024-04-07,2023021229,Chicago Blackhawks,Minnesota Wild,4,4,0,4,4,0,0,4,0
383812,2024-04-07,2023021230,Carolina Hurricanes,Columbus Blue Jackets,3,3,0,3,3,0,0,3,0
384074,2024-04-07,2023021231,San Jose Sharks,Arizona Coyotes,7,3,4,3,3,0,2,3,0
384417,2024-04-07,2023021232,Washington Capitals,Ottawa Senators,5,1,3,2,2,1,1,1,1
384764,2024-04-07,2023021233,New Jersey Devils,Nashville Predators,4,0,3,2,2,1,1,1,1
385075,2024-04-07,2023021234,New York Rangers,Montreal Canadiens,7,3,3,3,2,1,0,3,1
385368,2024-04-07,2023021235,Anaheim Ducks,St. Louis Blues,10,0,8,2,1,0,3,2,0
385738,2024-04-07,2023021236,Colorado Avalanche,Dallas Stars,11,3,5,3,2,1,1,3,1
386087,2024-04-08,2023021237,Toronto Maple Leafs,Pittsburgh Penguins,5,1,3,2,1,1,1,1,1
386380,2024-04-08,2023021238,Vancouver Canucks,Vegas Golden Knights,7,1,3,2,2,1,1,1,2
386692,2024-04-09,2023021239,Boston Bruins,Carolina Hurricanes,5,3,2,2,2,0,0,3,0
387005,2024-04-09,2023021240,Detroit Red Wings,Washington Capitals,3,1,1,2,1,0,0,2,0
387344,2024-04-09,2023021241,Florida Panthers,Ottawa Senators,2,2,0,2,2,0,0,2,0
387689,2024-04-09,2023021242,Montreal Canadiens,Philadelphia Flyers,12,6,4,6,1,0,0,7,0
387958,2024-04-09,2023021243,New Jersey Devils,Toronto Maple Leafs,7,3,2,4,4,2,0,3,1
388300,2024-04-09,2023021244,New York Islanders,New York Rangers,6,2,2,3,1,0,0,3,0
388635,2024-04-09,2023021245,Tampa Bay Lightning,Columbus Blue Jackets,7,3,2,4,4,2,0,3,1
388963,2024-04-09,2023021246,Dallas Stars,Buffalo Sabres,5,1,3,2,2,1,1,1,1
389289,2024-04-09,2023021247,Nashville Predators,Winnipeg Jets,7,1,3,3,1,1,1,2,1
389556,2024-04-09,2023021248,Colorado Avalanche,Minnesota Wild,7,3,2,3,3,0,1,3,0
389851,2024-04-09,2023021249,Anaheim Ducks,Los Angeles Kings,4,2,1,3,3,1,0,2,1
390202,2024-04-09,2023021250,Seattle Kraken,Arizona Coyotes,5,5,0,5,5,0,0,5,0
390531,2024-04-09,2023021251,San Jose Sharks,Calgary Flames,5,1,1,3,3,1,0,1,2
390808,2024-04-10,2023021252,St. Louis Blues,Chicago Blackhawks,7,3,3,4,1,0,0,4,0
391129,2024-04-10,2023021253,Edmonton Oilers,Vegas Golden Knights,6,4,2,4,1,0,0,4,0
391438,2024-04-10,2023021254,Vancouver Canucks,Arizona Coyotes,7,1,4,2,1,0,2,2,0
391717,2024-04-11,2023021255,Buffalo Sabres,Washington Capitals,6,2,3,2,1,0,0,3,0
392042,2024-04-11,2023021256,Florida Panthers,Columbus Blue Jackets,4,4,0,4,4,0,0,4,0
392311,2024-04-11,2023021257,New York Rangers,Philadelphia Flyers,5,3,2,3,3,0,1,3,0
392643,2024-04-11,2023021258,Pittsburgh Penguins,Detroit Red Wings,11,1,8,2,1,0,3,2,0
393002,2024-04-11,2023021259,Tampa Bay Lightning,Ottawa Senators,4,0,2,2,2,2,0,1,1
393352,2024-04-11,2023021260,Toronto Maple Leafs,New Jersey Devils,11,1,7,2,1,3,2,1,1
393641,2024-04-11,2023021261,New York Islanders,Montreal Canadiens,5,1,3,2,2,1,1,1,1
393941,2024-04-11,2023021262,Dallas Stars,Winnipeg Jets,3,3,0,3,3,0,0,3,0
394291,2024-04-11,2023021263,Seattle Kraken,San Jose Sharks,4,2,2,2,2,0,1,2,0
394558,2024-04-11,2023021264,Los Angeles Kings,Calgary Flames,5,3,2,3,1,0,0,3,0
394854,2024-04-12,2023021265,St. Louis Blues,Carolina Hurricanes,7,3,3,4,4,1,1,3,1
395145,2024-04-12,2023021266,Chicago Blackhawks,Nashville Predators,6,4,2,4,1,0,0,4,0
395470,2024-04-12,2023021267,Edmonton Oilers,Arizona Coyotes,5,1,4,1,1,0,2,1,0
395786,2024-04-12,2023021268,Anaheim Ducks,Calgary Flames,9,3,2,4,2,0,0,4,0
396043,2024-04-12,2023021269,Vegas Golden Knights,Minnesota Wild,9,5,4,3,2,0,0,5,0
396409,2024-04-13,2023021270,New York Rangers,New York Islanders,4,0,2,3,3,2,0,2,1
396685,2024-04-13,2023021271,Dallas Stars,Seattle Kraken,4,2,1,3,1,0,0,3,0
396986,2024-04-13,2023021272,Colorado Avalanche,Winnipeg Jets,7,7,0,7,7,0,0,7,0
397324,2024-04-13,2023021273,Florida Panthers,Buffalo Sabres,5,1,3,2,1,1,1,1,1
397594,2024-04-13,2023021274,Philadelphia Flyers,New Jersey Devils,1,1,0,1,1,0,0,1,0
397949,2024-04-13,2023021275,Washington Capitals,Tampa Bay Lightning,6,2,4,2,2,0,2,2,0
398320,2024-04-13,2023021276,Ottawa Senators,Montreal Canadiens,8,0,7,2,2,1,3,1,1
398688,2024-04-13,2023021277,Toronto Maple Leafs,Detroit Red Wings,9,1,3,4,1,1,1,3,1
399049,2024-04-13,2023021278,Nashville Predators,Columbus Blue Jackets,10,2,4,4,2,1,0,4,1
399402,2024-04-13,2023021279,Pittsburgh Penguins,Boston Bruins,10,2,5,2,1,0,0,3,0
399733,2024-04-13,2023021280,Edmonton Oilers,Vancouver Canucks,4,2,2,2,1,0,0,2,0
399969,2024-04-13,2023021281,Los Angeles Kings,Anaheim Ducks,4,2,2,2,1,0,0,2,0
400279,2024-04-13,2023021282,San Jose Sharks,Minnesota Wild,8,4,4,3,3,0,1,4,0
400571,2024-04-14,2023021283,St. Louis Blues,Seattle Kraken,5,3,1,4,4,1,0,3,1
400896,2024-04-14,2023021284,Vegas Golden Knights,Colorado Avalanche,7,1,1,4,4,1,0,1,3
401171,2024-04-14,2023021285,Chicago Blackhawks,Carolina Hurricanes,6,2,3,3,3,1,1,2,1
401500,2024-04-14,2023021286,Calgary Flames,Arizona Coyotes,11,1,5,3,3,1,2,1,2
401810,2024-04-15,2023021287,Detroit Red Wings,Montreal Canadiens,9,1,3,4,4,1,0,1,3
402061,2024-04-15,2023021288,New Jersey Devils,New York Islanders,5,3,2,2,2,0,0,3,0
402371,2024-04-15,2023021289,Pittsburgh Penguins,Nashville Predators,6,2,4,2,1,0,0,2,0
402673,2024-04-15,2023021290,Tampa Bay Lightning,Buffalo Sabres,6,2,4,2,1,0,1,2,0
403026,2024-04-15,2023021291,Washington Capitals,Boston Bruins,2,2,0,2,2,0,0,2,0
403321,2024-04-15,2023021292,New York Rangers,Ottawa Senators,4,4,0,4,4,0,0,4,0
403651,2024-04-15,2023021293,Edmonton Oilers,San Jose Sharks,11,7,3,5,1,0,0,8,0
403913,2024-04-15,2023021294,Los Angeles Kings,Minnesota Wild,4,2,1,3,1,0,0,3,0
404220,2024-04-16,2023021295,Boston Bruins,Ottawa Senators,4,2,2,2,1,0,0,2,0
404476,2024-04-16,2023021296,Columbus Blue Jackets,Carolina Hurricanes,9,3,4,3,3,0,2,3,0
404812,2024-04-16,2023021298,Montreal Canadiens,Detroit Red Wings,8,0,5,2,2,1,2,1,2
405162,2024-04-16,2023021299,Philadelphia Flyers,Washington Capitals,3,1,2,1,1,0,1,1,0
405550,2024-04-16,2023021297,Florida Panthers,Toronto Maple Leafs,7,3,1,5,5,1,0,3,2
405797,2024-04-16,2023021300,Winnipeg Jets,Seattle Kraken,7,1,4,2,1,0,2,2,0
406124,2024-04-16,2023021301,Vegas Golden Knights,Chicago Blackhawks,4,2,2,2,1,0,0,2,0
406433,2024-04-16,2023021302,Vancouver Canucks,Calgary Flames,5,3,2,3,1,0,0,3,0
406789,2024-04-17,2023021303,New York Islanders,Pittsburgh Penguins,9,1,6,2,1,2,2,1,1
407120,2024-04-17,2023021304,Tampa Bay Lightning,Toronto Maple Leafs,10,2,3,4,3,0,0,5,0
407430,2024-04-17,2023021305,Dallas Stars,St. Louis Blues,2,0,1,2,2,1,0,1,1
407721,2024-04-17,2023021306,Arizona Coyotes,Edmonton Oilers,7,3,4,2,2,0,1,3,0
407985,2024-04-18,2023021307,Minnesota Wild,Seattle Kraken,7,1,4,2,1,1,1,2,1
408267,2024-04-18,2023021308,Winnipeg Jets,Vancouver Canucks,6,2,3,2,2,1,1,2,1
408552,2024-04-18,2023021309,Calgary Flames,San Jose Sharks,6,4,1,5,1,0,0,5,0
408835,2024-04-18,2023021310,Colorado Avalanche,Edmonton Oilers,6,4,2,4,1,0,0,4,0
409117,2024-04-18,2023021311,Vegas Golden Knights,Anaheim Ducks,5,3,2,3,3,0,1,3,0
409376,2024-04-18,2023021312,Los Angeles Kings,Chicago Blackhawks,9,1,3,3,2,3,0,2,1
409702,2024-04-20,2023030141,Carolina Hurricanes,New York Islanders,4,2,2,2,2,0,1,2,0
410075,2024-04-20,2023030121,Boston Bruins,Toronto Maple Leafs,6,4,2,4,1,0,0,4,0
410463,2024-04-21,2023030111,Florida Panthers,Tampa Bay Lightning,5,1,3,2,1,0,1,2,0
410784,2024-04-21,2023030131,New York Rangers,Washington Capitals,5,3,2,3,1,0,0,3,0
411156,2024-04-21,2023030161,Winnipeg Jets,Colorado Avalanche,13,1,6,4,2,3,0,3,1
411483,2024-04-21,2023030171,Vancouver Canucks,Nashville Predators,6,2,3,3,3,1,1,2,1
